area_id,avg_sale_price,avg_sale_value,transaction_count,parking_score,metro_score,mall_score
453.0,9860.907728161668,3766479.726866883,3068,0.5521512385919165,0.1121251629726206,0.0
454.0,917.6196402877698,28727387.16455696,278,0.0,0.0,0.0
455.0,1090.0721316165952,19724118.43207547,699,0.0,0.0,0.0
458.0,6584.703670714026,2547645.4416351607,11036,0.3781261326567597,0.906759695541863,0.9028633562885103
459.0,13283.518788130892,3601664.617348091,14424,0.4733083749306711,0.03168330560177482,0.020590682196339433
462.0,12865.339728757997,2179427.3335444755,37826,0.6284566171416486,0.028260984508010362,0.026754084492148257
463.0,10254.074885467518,3059036.9283403046,18641,0.10664663912880211,0.0,0.0
464.0,99182.40665940792,1605296.799041182,16991,0.703372373609558,0.0,0.0
465.0,16769.13217229405,3704293.4672446013,23901,0.6064181415003557,0.04108614702313711,0.0
466.0,17692.34550676338,3145283.949613978,5101,0.8949225642030975,0.0,0.0
467.0,10610.643636708694,1904547.4396396396,60596,0.5423295267014324,0.0,0.0
468.0,3229.17,954543.0,1,0.0,0.0,0.0
469.0,12163.590425339366,4126151.1601364524,11050,0.0,0.0,0.0
470.0,295.38,14000000.0,1,0.0,0.0,0.0
471.0,485.46999999999997,12143774.5,10,0.0,0.0,0.0
473.0,1075.7542105263158,7040131.857142857,1007,0.0,0.0,0.0
476.0,1.0,128822988.66666667,3,0.0,0.0,0.0
477.0,88.61999999999999,836853.8909090909,60,0.0,0.16666666666666666,0.11666666666666667
478.0,12519.968176605504,1719963.0322580645,3488,0.9690366972477065,0.9730504587155964,0.8893348623853211
479.0,7886.025853658536,39400457.038461536,41,0.0,0.9024390243902439,0.04878048780487805
480.0,1947.1463654054053,2341425.3131409492,4625,0.0,0.0,0.0
481.0,4944.383064516129,21174915.037037037,62,0.0,0.0,0.0
482.0,17754.397816345703,3551032.75953955,42580,0.6698215124471583,0.7582433067167684,0.7581963363081259
483.0,8807.024878010636,2039140.9996100604,6394,0.8328120112605568,0.9178917735376916,0.9178917735376916
484.0,10865.578497824512,1233345.1785483423,27580,0.9026831036983322,3.625815808556925e-05,0.09195068890500363
485.0,11613.504423676013,2005605.2344999043,33705,0.7219106957424715,0.8886812045690551,0.8865746921821688
486.0,16729.3328317008,18215935.63763538,2246,0.0,0.0,0.0
489.0,311.044,8471043.71875,45,0.0,0.0,0.0
492.0,5014.748095238096,361187123.5,63,0.0,0.0,0.3968253968253968
493.0,62.09,4810326.333333333,1,0.0,0.0,0.0
494.0,481.6325,275805278.0,4,0.0,0.0,0.0
496.0,323.09,4810326.333333333,1,0.0,0.0,0.0
